beds,mapped_bathrooms,avg_price_per_bedroom,accommodates,mapped_property_type,bedrooms,mapped_room_type,price
1,3,106.39955357142856,2,2,1,3,74.0
1,6,138.02608522069195,2,4,1,4,259.0
1,6,135.26623842867315,2,4,1,4,364.0
2,6,129.87171912486124,5,5,1,4,113.0
2,6,138.02608522069195,2,4,1,4,585.0
2,3,135.26623842867315,4,4,2,4,333.0
2,3,135.26623842867315,4,4,2,4,464.0
1,4,198.09007603821408,2,2,1,3,40.0
4,3,192.2759874726177,7,5,4,4,420.0
1,5,94.17872340425532,2,2,1,3,80.0
1,5,94.17872340425532,2,2,1,3,75.0
1,4,157.98023595334942,2,2,1,3,66.0
4,3,198.09007603821408,7,5,3,4,620.0
7,3,255.9705913606096,9,5,4,4,886.0
1,6,93.51619733735733,2,4,1,4,130.0
3,3,93.51619733735733,6,5,3,4,183.0
2,4,117.31939891873483,2,2,1,3,80.0
2,4,157.98023595334942,1,2,1,3,45.0
1,4,138.02608522069195,2,2,1,3,90.0
1,6,138.02608522069195,2,4,1,4,117.0
2,6,183.21820800371316,4,4,2,4,213.0
1,5,198.09007603821408,2,2,1,3,80.0
1,6,153.45101102941177,2,4,1,4,190.0
2,6,255.9705913606096,4,5,1,4,153.0
1,6,56.88147754451237,1,2,1,3,56.0
1,6,183.21820800371316,2,4,1,4,158.0
2,3,117.31939891873483,6,5,3,4,250.0
4,6,138.02608522069195,5,4,2,4,199.0
1,5,138.02608522069195,2,2,1,3,79.0
2,6,117.31939891873483,3,4,1,4,130.0
2,6,198.09007603821408,4,4,2,4,264.0
1,4,138.02608522069195,2,2,1,3,95.0
1,4,183.21820800371316,2,2,1,3,136.0
5,3,138.02608522069195,10,5,5,4,2100.0
4,3,255.9705913606096,6,5,3,4,2414.0
1,4,138.02608522069195,2,2,1,3,120.0
1,4,153.45101102941177,2,2,1,3,98.0
2,6,183.21820800371316,4,4,1,4,171.0
5,3,183.21820800371316,8,5,4,4,1100.0
1,5,117.31939891873483,2,2,1,3,99.0
4,3,183.21820800371316,6,5,3,4,2000.0
1,4,183.21820800371316,4,2,1,3,89.0
1,6,192.2759874726177,3,4,1,4,230.0
2,6,198.09007603821408,4,5,2,4,326.0
4,6,157.98023595334942,4,5,1,4,186.0
2,6,117.31939891873483,4,4,2,4,182.0
2,4,71.02556818181817,3,2,2,3,45.0
2,3,183.21820800371316,6,5,3,4,250.0
2,6,138.67108953095203,2,4,1,4,187.0
3,3,100.7890625,6,5,2,4,350.0
2,6,138.67108953095203,3,5,2,4,264.0
3,6,93.51619733735733,4,4,2,4,99.0
5,3,220.34827684827684,6,5,4,4,1300.0
1,6,138.02608522069195,2,4,1,4,115.0
2,5,106.39955357142856,4,2,1,3,155.0
2,5,106.39955357142856,2,2,1,3,60.0
5,3,198.09007603821408,8,5,4,4,600.0
2,6,192.2759874726177,5,4,2,4,220.0
4,6,75.42923051573571,4,5,1,4,98.0
5,6,255.9705913606096,8,5,4,4,640.0
4,3,135.26623842867315,6,5,4,4,500.0
2,6,93.51619733735733,4,4,2,4,157.0
4,3,255.9705913606096,5,5,3,4,1200.0
2,6,93.51619733735733,4,4,1,4,105.0
2,6,138.02608522069195,3,4,2,4,197.0
3,6,192.2759874726177,4,4,2,4,503.0
3,6,93.51619733735733,4,4,1,4,105.0
1,5,198.09007603821408,2,2,1,3,135.0
3,3,192.2759874726177,6,2,3,3,750.0
2,6,66.36538461538461,4,2,1,3,100.0
2,6,153.45101102941177,4,4,2,4,300.0
4,3,255.9705913606096,5,5,3,4,1000.0
3,6,75.42923051573571,4,5,1,4,100.0
1,5,93.51619733735733,2,2,1,3,85.0
2,6,93.51619733735733,4,4,1,4,105.0
1,6,93.51619733735733,4,4,1,4,175.0
2,3,116.07480748074806,4,5,2,4,150.0
1,5,138.02608522069195,2,2,1,3,55.0
1,5,138.02608522069195,1,2,1,3,60.0
1,6,138.02608522069195,2,2,1,4,95.0
2,4,138.02608522069195,2,2,1,3,92.0
1,6,198.09007603821408,2,4,1,4,153.0
5,3,135.26623842867315,4,4,2,4,395.0
1,6,93.51619733735733,2,5,1,4,104.0
2,6,117.31939891873483,5,5,2,4,244.0
1,6,117.31939891873483,2,2,1,3,120.0
3,3,138.02608522069195,4,4,2,4,340.0
2,6,183.21820800371316,3,4,1,4,177.0
2,4,183.21820800371316,3,2,1,3,115.0
5,6,255.9705913606096,8,5,3,4,500.0
2,6,135.26623842867315,4,4,2,4,210.0
1,5,198.09007603821408,2,2,1,3,86.0
2,6,138.02608522069195,2,4,1,4,169.0
1,6,138.02608522069195,2,4,1,4,121.0
3,3,135.26623842867315,6,5,3,4,650.0
3,6,192.2759874726177,5,4,2,4,279.0
2,3,138.02608522069195,4,4,2,4,200.0
1,6,220.34827684827684,2,5,1,4,98.0
2,6,75.42923051573571,4,4,2,4,210.0
2,4,114.50185185185184,4,2,2,3,49.0
1,6,157.98023595334942,2,4,1,4,140.0
2,4,69.13580246913581,1,2,1,3,24.0
2,6,183.21820800371316,4,4,2,4,198.0
2,6,135.26623842867315,4,5,2,4,253.0
5,3,77.14240568832707,12,5,5,4,550.0
1,5,138.67108953095203,2,2,1,3,65.0
1,6,198.09007603821408,2,5,1,4,167.0
5,3,192.2759874726177,8,5,4,4,1125.0
1,6,138.02608522069195,2,4,1,4,109.0
3,6,129.87171912486124,6,5,3,4,155.0
1,6,138.02608522069195,3,4,1,4,199.0
1,6,138.02608522069195,2,4,1,4,140.0
1,6,94.17872340425532,4,5,1,4,127.0
3,3,67.36219020959923,6,4,3,4,149.0
1,6,114.50185185185184,1,2,1,3,45.0
3,6,183.21820800371316,3,4,1,4,140.0
7,3,98.00111073137388,10,6,4,4,2695.0
2,6,255.9705913606096,2,5,2,4,1150.0
3,3,138.02608522069195,6,4,3,4,929.0
2,6,138.02608522069195,3,4,1,4,250.0
1,4,117.31939891873483,2,2,1,3,150.0
3,3,117.31939891873483,5,5,3,4,300.0
3,6,153.45101102941177,4,4,2,4,150.0
3,6,77.14240568832707,4,4,1,4,139.0
1,6,138.02608522069195,2,2,1,3,130.0
2,6,255.9705913606096,2,4,1,4,219.0
1,4,94.17872340425532,2,2,1,3,60.0
1,6,183.21820800371316,4,4,1,4,181.0
3,3,117.31939891873483,6,5,3,4,439.0
2,6,100.7890625,4,5,1,4,166.0
4,3,84.19321449108683,6,5,3,4,180.0
2,6,255.9705913606096,2,4,1,4,143.0
1,6,157.98023595334942,2,5,1,4,111.0
5,3,255.9705913606096,8,5,4,4,800.0
2,3,192.2759874726177,6,5,3,4,370.0
1,6,138.02608522069195,3,4,1,4,90.0
10,3,129.87171912486124,8,5,4,4,750.0
1,6,183.21820800371316,2,4,1,4,99.0
4,3,255.9705913606096,8,5,4,4,950.0
1,4,135.26623842867315,2,2,1,3,80.0
4,6,255.9705913606096,5,4,2,4,401.0
2,6,117.31939891873483,3,5,2,4,170.0
3,3,198.09007603821408,6,5,3,4,600.0
2,5,77.14240568832707,3,2,1,3,72.0
4,6,153.45101102941177,6,5,3,4,163.0
2,2,129.87171912486124,3,2,1,3,34.0
2,3,255.9705913606096,4,4,2,4,345.0
7,3,135.26623842867315,8,5,5,4,929.0
6,6,183.21820800371316,6,4,2,4,150.0
2,3,157.98023595334942,4,4,2,4,303.0
1,6,135.26623842867315,2,4,1,4,95.0
4,3,192.2759874726177,6,5,3,4,375.0
2,3,183.21820800371316,8,5,4,4,1370.0
1,5,138.67108953095203,2,2,1,3,145.0
2,6,93.51619733735733,3,5,1,4,145.0
1,6,138.02608522069195,2,4,1,4,110.0
2,6,138.02608522069195,4,4,1,4,175.0
2,6,138.02608522069195,6,4,2,4,268.0
1,5,100.7890625,2,2,1,3,125.0
2,6,157.98023595334942,4,5,2,4,280.0
1,4,77.14240568832707,2,2,1,3,78.0
5,3,135.26623842867315,7,5,5,4,920.0
1,6,117.31939891873483,2,5,1,4,95.0
1,6,138.02608522069195,2,4,1,4,260.0
1,6,153.45101102941177,2,4,1,4,99.0
8,3,192.2759874726177,8,5,4,4,750.0
7,3,157.98023595334942,7,5,4,4,450.0
2,6,68.52813852813853,3,4,2,4,295.0
2,6,183.21820800371316,3,4,1,4,167.0
9,3,135.26623842867315,11,5,5,4,690.0
3,6,130.2765182186235,4,5,2,4,125.0
1,6,138.02608522069195,2,4,1,4,75.0
1,6,117.31939891873483,2,5,1,4,146.0
7,3,183.21820800371316,10,5,5,4,1300.0
5,3,255.9705913606096,9,5,5,4,1950.0
1,4,135.26623842867315,2,2,1,3,120.0
2,3,255.9705913606096,6,5,3,4,950.0
1,6,183.21820800371316,3,4,1,4,133.0
1,3,88.63882590073068,2,2,1,3,90.0
1,3,88.63882590073068,2,2,1,3,90.0
2,6,138.02608522069195,2,4,1,4,77.0
1,3,117.31939891873483,2,4,1,4,131.0
1,6,135.26623842867315,1,2,1,3,60.0
1,5,88.63882590073068,2,2,1,3,73.0
2,6,129.87171912486124,4,5,2,4,238.0
2,4,138.02608522069195,1,1,1,1,58.0
1,4,192.2759874726177,2,2,1,3,120.0
1,5,255.9705913606096,2,2,1,3,230.0
1,6,153.45101102941177,2,4,1,4,130.0
1,6,138.02608522069195,4,4,1,4,1035.0
1,6,138.02608522069195,2,5,1,4,121.0
1,6,153.45101102941177,2,4,1,4,120.0
2,4,77.14240568832707,3,2,1,3,65.0
1,6,138.02608522069195,2,4,1,4,150.0
4,3,255.9705913606096,8,5,4,4,3100.0
3,3,183.21820800371316,6,5,4,4,750.0
1,4,93.51619733735733,1,2,1,3,66.0
5,3,255.9705913606096,10,5,5,4,1350.0
2,6,135.26623842867315,4,5,1,4,116.0
2,6,183.21820800371316,4,4,2,4,240.0
2,6,183.21820800371316,4,4,2,4,499.0
1,4,77.14240568832707,2,2,1,3,63.0
1,6,192.2759874726177,2,5,1,4,200.0
2,6,138.02608522069195,3,4,1,4,170.0
1,6,135.26623842867315,2,5,1,4,90.0
6,3,157.98023595334942,7,5,4,4,650.0
2,6,192.2759874726177,4,4,2,4,285.0
3,3,255.9705913606096,4,5,3,4,302.0
4,6,135.26623842867315,6,5,3,4,580.0
1,5,255.9705913606096,2,2,1,3,230.0
4,3,255.9705913606096,8,5,4,4,830.0
3,3,192.2759874726177,4,5,3,4,455.0
1,5,255.9705913606096,2,2,1,3,221.0
1,6,198.09007603821408,2,4,1,4,299.0
2,6,192.2759874726177,2,5,1,4,350.0
2,6,138.02608522069195,4,4,1,4,100.0
1,5,220.34827684827684,2,2,1,3,95.0
1,5,138.02608522069195,2,2,1,3,80.0
1,4,88.63882590073068,2,2,1,3,65.0
6,6,157.98023595334942,6,4,2,4,295.0
1,6,138.02608522069195,2,4,1,4,190.0
6,3,183.21820800371316,8,5,4,4,1400.0
6,3,198.09007603821408,10,5,5,4,1975.0
2,6,198.09007603821408,3,4,2,4,144.0
2,3,255.9705913606096,4,4,2,4,380.0
1,6,138.02608522069195,2,4,1,4,229.0
4,6,138.67108953095203,4,4,2,4,159.0
5,3,135.26623842867315,7,5,4,4,614.0
1,5,135.26623842867315,2,2,1,3,120.0
3,6,98.00111073137388,5,5,2,4,118.0
10,3,255.9705913606096,6,5,3,4,700.0
4,6,157.98023595334942,4,4,2,4,150.0
1,6,138.02608522069195,2,6,1,4,150.0
2,4,77.14240568832707,4,2,2,3,60.0
1,6,93.51619733735733,2,4,1,4,169.0
3,3,135.26623842867315,6,5,4,4,549.0
1,6,183.21820800371316,2,4,1,4,114.0
2,6,157.98023595334942,4,4,2,4,296.0
4,3,255.9705913606096,8,5,4,4,1000.0
4,3,192.2759874726177,7,5,4,4,895.0
1,6,94.17872340425532,2,5,1,4,150.0
7,6,93.51619733735733,8,5,3,4,114.0
1,4,198.09007603821408,2,2,1,3,88.0
3,6,114.50185185185184,4,2,1,3,168.0
1,6,138.02608522069195,2,4,1,4,95.0
2,3,138.02608522069195,4,4,2,4,420.0
1,6,255.9705913606096,2,5,1,4,229.0
2,6,138.02608522069195,4,4,1,4,180.0
3,3,183.21820800371316,6,5,3,4,590.0
4,6,255.9705913606096,4,4,2,4,325.0
9,3,255.9705913606096,14,5,7,4,1395.0
3,3,153.45101102941177,6,5,3,4,500.0
1,6,255.9705913606096,2,2,1,3,120.0
3,3,183.21820800371316,6,5,3,4,485.0
1,6,138.02608522069195,2,5,1,4,99.0
1,6,138.02608522069195,2,2,1,3,79.0
2,6,138.02608522069195,2,4,1,4,98.0
5,3,255.9705913606096,8,5,4,4,1000.0
1,6,67.36219020959923,2,2,1,3,51.0
1,6,157.98023595334942,4,5,1,4,119.0
4,3,138.02608522069195,7,5,4,4,376.0
1,6,138.02608522069195,2,2,1,3,140.0
1,6,255.9705913606096,2,5,1,4,390.0
5,3,198.09007603821408,10,5,5,4,1600.0
1,6,138.02608522069195,2,5,1,4,99.0
1,6,138.02608522069195,1,2,1,3,79.0
1,6,157.98023595334942,3,5,1,4,160.0
1,6,138.02608522069195,2,2,1,3,115.0
1,6,183.21820800371316,2,4,1,4,259.0
2,3,138.02608522069195,4,4,2,4,174.0
6,3,255.9705913606096,10,5,5,4,995.0
3,6,183.21820800371316,4,4,2,4,250.0
2,6,192.2759874726177,4,4,2,4,328.0
1,4,77.14240568832707,3,2,1,3,65.0
1,6,135.26623842867315,2,4,1,4,120.0
6,3,192.2759874726177,7,5,3,4,495.0
1,6,138.02608522069195,2,4,1,4,184.0
2,6,93.51619733735733,3,5,1,4,80.0
10,3,135.26623842867315,12,5,6,4,1500.0
2,6,138.02608522069195,4,4,1,4,104.0
1,6,138.02608522069195,2,4,1,4,110.0
2,4,157.98023595334942,1,2,1,3,115.0
1,6,138.67108953095203,2,5,1,4,150.0
4,6,157.98023595334942,4,4,2,4,300.0
2,6,67.36219020959923,3,5,1,4,44.0
1,5,117.31939891873483,2,2,1,3,500.0
3,3,116.07480748074806,4,4,2,4,149.0
6,6,117.31939891873483,6,4,2,4,210.0
1,6,138.02608522069195,3,4,1,4,175.0
2,6,198.09007603821408,4,4,2,4,325.0
4,6,157.98023595334942,7,5,2,4,188.0
3,6,94.17872340425532,4,4,2,4,149.0
6,6,138.02608522069195,6,4,2,4,255.0
5,3,183.21820800371316,6,5,3,4,700.0
1,3,114.50185185185184,1,2,1,3,71.0
1,6,220.34827684827684,2,5,1,4,300.0
3,3,138.02608522069195,4,4,2,4,636.0
2,6,138.67108953095203,4,4,2,4,264.0
2,6,138.02608522069195,4,4,1,4,188.0
3,3,106.39955357142856,6,4,3,4,450.0
1,5,98.00111073137388,2,2,1,3,49.0
1,4,77.14240568832707,4,2,1,3,60.0
2,6,138.02608522069195,4,4,1,4,221.0
5,3,192.2759874726177,6,5,3,4,360.0
2,6,138.02608522069195,3,4,1,4,140.0
2,6,117.31939891873483,2,4,1,4,137.0
1,4,93.51619733735733,2,2,1,3,60.0
3,3,157.98023595334942,6,5,3,4,450.0
1,6,138.02608522069195,2,4,1,4,150.0
3,6,157.98023595334942,4,4,2,4,124.0
2,6,88.63882590073068,4,4,1,4,80.0
2,4,93.51619733735733,2,2,1,3,80.0
2,4,93.51619733735733,2,2,1,4,60.0
3,6,138.02608522069195,4,4,2,4,295.0
6,3,157.98023595334942,7,5,4,4,350.0
1,6,94.17872340425532,2,5,1,4,79.0
1,6,94.17872340425532,2,5,1,4,89.0
1,6,138.02608522069195,2,4,1,4,164.0
2,6,116.07480748074806,3,5,1,4,177.0
1,6,138.02608522069195,2,4,1,4,98.0
4,3,192.2759874726177,6,4,3,4,900.0
7,3,106.39955357142856,6,5,3,4,472.0
1,6,106.39955357142856,2,2,1,3,112.0
4,6,255.9705913606096,6,5,3,4,496.0
2,3,138.02608522069195,4,4,2,4,239.0
2,6,192.2759874726177,4,4,1,4,280.0
2,6,183.21820800371316,4,4,2,4,400.0
2,4,93.51619733735733,3,2,1,3,45.0
1,6,198.09007603821408,2,4,1,4,200.0
1,6,138.02608522069195,2,4,1,4,250.0
1,6,100.7890625,2,4,1,4,102.0
1,6,116.07480748074806,1,5,1,4,93.0
1,6,157.98023595334942,2,5,1,4,143.0
2,6,75.42923051573571,3,5,1,4,75.0
1,6,138.02608522069195,2,4,1,4,147.0
2,3,183.21820800371316,4,4,2,4,465.0
3,6,198.09007603821408,6,4,3,4,300.0
4,3,129.87171912486124,6,5,3,4,1100.0
6,3,117.31939891873483,8,5,4,4,300.0
2,6,183.21820800371316,3,4,1,4,164.0
2,6,138.67108953095203,2,4,1,4,171.0
2,6,183.21820800371316,4,4,2,4,375.0
1,6,138.02608522069195,2,4,1,4,80.0
2,6,138.02608522069195,4,4,1,4,100.0
3,6,255.9705913606096,6,5,3,4,286.0
3,6,138.02608522069195,6,5,3,4,420.0
1,6,138.02608522069195,2,4,1,4,99.0
1,6,198.09007603821408,2,4,1,4,150.0
3,3,183.21820800371316,4,4,2,4,600.0
1,1,138.02608522069195,2,2,1,3,69.0
1,6,183.21820800371316,2,4,1,4,250.0
1,6,183.21820800371316,2,2,1,3,85.0
5,3,88.63882590073068,7,5,4,4,294.0
2,3,106.39955357142856,4,4,2,4,306.0
1,4,135.26623842867315,1,2,1,3,30.0
1,6,138.67108953095203,2,4,1,4,90.0
4,3,138.02608522069195,6,5,3,4,310.0
4,3,130.2765182186235,8,5,4,4,700.0
1,6,138.02608522069195,2,4,1,4,163.0
1,6,157.98023595334942,2,5,1,4,125.0
2,6,138.02608522069195,4,5,1,4,115.0
4,3,198.09007603821408,6,4,3,4,407.0
1,2,129.87171912486124,2,2,1,3,65.0
8,3,255.9705913606096,12,5,4,4,460.0
1,6,183.21820800371316,2,4,1,4,320.0
3,3,138.02608522069195,4,4,2,4,350.0
1,6,117.31939891873483,2,4,1,4,102.0
3,6,75.42923051573571,4,5,2,4,145.0
2,4,135.26623842867315,3,2,1,3,65.0
1,6,138.02608522069195,2,4,1,4,110.0
1,6,138.02608522069195,2,4,1,4,180.0
1,6,183.21820800371316,2,4,1,4,180.0
1,6,138.02608522069195,2,2,1,3,75.0
1,6,157.98023595334942,2,5,1,4,100.0
1,4,138.02608522069195,1,2,1,3,70.0
3,6,138.02608522069195,6,5,2,4,180.0
8,3,220.34827684827684,12,5,5,4,1500.0
3,3,135.26623842867315,6,4,3,4,240.0
1,6,138.02608522069195,3,5,1,4,232.0
1,5,117.31939891873483,2,2,1,3,95.0
3,6,138.67108953095203,4,4,2,4,237.0
3,3,138.02608522069195,6,5,3,4,390.0
1,6,157.98023595334942,2,4,1,4,125.0
1,6,183.21820800371316,2,4,1,4,85.0
4,6,135.26623842867315,6,5,3,4,550.0
3,6,138.67108953095203,4,4,2,4,214.0
3,3,255.9705913606096,6,5,3,4,819.0
1,6,103.1286317058469,2,2,1,3,80.0
3,6,198.09007603821408,4,5,2,4,300.0
5,3,157.98023595334942,8,5,3,4,850.0
1,6,138.02608522069195,2,4,1,4,86.0
4,6,157.98023595334942,5,4,2,4,207.0
1,6,255.9705913606096,2,4,1,4,800.0
2,2,117.31939891873483,3,2,2,3,130.0
3,3,153.45101102941177,6,4,3,4,290.0
1,6,192.2759874726177,2,4,1,4,225.0
1,4,130.2765182186235,2,2,1,3,69.0
1,5,130.2765182186235,2,2,1,3,78.0
2,6,153.45101102941177,4,6,2,4,796.0
2,3,138.02608522069195,4,5,2,4,140.0
3,6,75.42923051573571,4,5,2,4,174.0
3,6,138.67108953095203,2,6,1,4,130.0
3,3,183.21820800371316,4,4,2,4,180.0
1,6,65.60103896103895,2,2,1,3,40.0
1,6,255.9705913606096,2,4,1,4,179.0
1,6,138.02608522069195,2,4,1,4,107.0
5,3,183.21820800371316,8,5,4,4,950.0
5,3,138.67108953095203,6,4,3,4,860.0
1,6,153.45101102941177,2,5,1,4,68.0
4,6,157.98023595334942,4,4,2,4,550.0
3,6,220.34827684827684,5,5,3,4,475.0
1,6,192.2759874726177,2,5,1,4,129.0
2,6,117.31939891873483,4,4,1,4,106.0
1,4,183.21820800371316,1,2,1,3,95.0
2,6,138.02608522069195,4,4,2,4,308.0
2,3,130.2765182186235,6,4,3,4,395.0
2,2,138.02608522069195,2,2,1,3,69.0
1,4,56.88147754451237,2,2,1,3,70.0
1,6,220.34827684827684,3,4,1,4,206.0
3,6,220.34827684827684,4,4,2,4,330.0
1,6,135.26623842867315,3,4,1,4,100.0
2,3,75.42923051573571,3,4,2,4,200.0
1,6,117.31939891873483,2,5,1,4,153.0
2,4,198.09007603821408,1,2,1,3,45.0
1,4,138.02608522069195,1,2,1,3,86.0
6,3,255.9705913606096,10,5,4,4,1286.0
12,3,183.21820800371316,12,5,5,4,1121.0
2,3,153.45101102941177,4,4,2,4,315.0
8,2,138.02608522069195,1,1,1,1,29.0
1,6,106.39955357142856,2,5,1,4,159.0
2,6,135.26623842867315,4,5,1,4,160.0
1,2,138.02608522069195,2,2,1,3,69.0
5,3,138.67108953095203,10,4,4,4,750.0
3,3,153.45101102941177,5,5,2,4,276.0
4,3,68.52813852813853,8,5,4,4,249.0
4,3,192.2759874726177,8,5,4,4,1200.0
2,3,138.02608522069195,4,4,2,4,351.0
2,6,255.9705913606096,4,5,2,4,720.0
1,6,117.31939891873483,2,4,1,4,100.0
1,6,138.02608522069195,2,4,1,4,117.0
4,6,138.02608522069195,5,5,2,4,178.0
1,4,135.26623842867315,1,2,1,3,50.0
4,3,255.9705913606096,5,5,4,4,525.0
1,1,157.98023595334942,2,2,1,3,73.0
1,6,117.31939891873483,2,4,1,4,79.0
1,4,135.26623842867315,1,2,1,3,50.0
1,6,138.67108953095203,2,2,1,3,293.0
1,6,220.34827684827684,2,4,1,4,350.0
3,3,220.34827684827684,5,5,3,4,360.0
2,6,138.02608522069195,4,4,1,4,252.0
1,4,75.42923051573571,2,2,1,3,56.0
1,6,220.34827684827684,2,5,1,4,144.0
3,3,138.02608522069195,6,4,2,4,347.0
3,3,138.02608522069195,8,4,3,4,513.0
1,4,138.02608522069195,2,2,1,3,76.0
2,3,138.02608522069195,4,4,2,4,209.0
2,3,138.67108953095203,4,4,2,4,250.0
3,6,67.36219020959923,4,4,2,4,232.0
1,5,157.98023595334942,2,2,1,3,102.0
1,6,138.02608522069195,2,4,1,4,128.0
4,6,183.21820800371316,6,4,2,4,572.0
1,6,138.02608522069195,2,4,1,4,151.0
1,6,153.45101102941177,2,5,1,4,110.0
3,6,157.98023595334942,4,4,2,4,300.0
1,6,138.67108953095203,2,5,1,4,141.0
2,6,157.98023595334942,3,4,2,4,114.0
2,6,138.67108953095203,4,4,2,4,251.0
5,3,138.02608522069195,6,5,4,4,440.0
1,6,138.02608522069195,2,4,1,4,107.0
1,2,157.98023595334942,2,2,1,3,64.0
2,6,75.42923051573571,4,5,2,4,229.0
1,6,183.21820800371316,4,4,1,4,139.0
6,3,220.34827684827684,12,5,5,4,750.0
3,3,220.34827684827684,5,5,3,4,950.0
4,3,255.9705913606096,8,5,4,4,871.0
4,3,129.87171912486124,6,5,3,4,664.0
2,3,157.98023595334942,4,4,2,4,250.0
1,6,255.9705913606096,2,5,1,4,300.0
4,3,220.34827684827684,6,5,3,4,561.0
3,3,183.21820800371316,6,5,3,4,300.0
8,3,255.9705913606096,8,5,4,4,1000.0
2,6,138.02608522069195,3,4,2,4,195.0
1,6,72.17170111287759,2,2,1,3,59.0
3,3,75.42923051573571,6,4,3,4,164.0
1,4,75.42923051573571,2,2,1,3,59.0
2,6,157.98023595334942,4,5,2,4,80.0
2,3,72.17170111287759,4,4,2,4,149.0
1,6,138.67108953095203,2,2,1,3,90.0
3,6,183.21820800371316,4,4,2,4,169.0
1,6,138.67108953095203,2,5,1,4,95.0
2,4,77.14240568832707,3,2,1,3,45.0
1,4,77.14240568832707,2,2,1,3,50.0
5,6,135.26623842867315,4,4,2,4,150.0
1,4,77.14240568832707,1,2,1,3,30.0
5,6,255.9705913606096,7,5,3,4,950.0
2,6,153.45101102941177,4,6,2,4,486.0
2,6,129.87171912486124,4,5,2,4,186.0
3,3,198.09007603821408,4,5,3,4,300.0
7,3,157.98023595334942,12,5,6,4,900.0
2,6,183.21820800371316,4,4,2,4,400.0
1,6,183.21820800371316,2,4,1,4,236.0
5,3,130.2765182186235,8,5,3,4,726.0
1,6,117.31939891873483,2,2,1,3,69.0
1,6,88.63882590073068,2,5,1,4,50.0
3,3,117.31939891873483,6,5,3,4,621.0
1,6,138.02608522069195,3,4,1,4,160.0
2,3,103.1286317058469,4,4,2,4,273.0
3,6,255.9705913606096,5,5,2,4,171.0
1,4,138.02608522069195,2,2,1,3,100.0
4,3,255.9705913606096,8,5,4,4,715.0
1,5,192.2759874726177,2,2,1,3,105.0
1,6,138.02608522069195,5,4,1,4,239.0
4,6,183.21820800371316,5,4,2,4,575.0
1,6,183.21820800371316,4,4,1,4,179.0
1,5,138.02608522069195,2,2,1,3,77.0
3,6,153.45101102941177,4,4,2,4,242.0
2,3,138.67108953095203,3,4,2,4,120.0
2,4,192.2759874726177,2,4,1,3,85.0
6,6,157.98023595334942,5,4,2,4,255.0
4,3,98.00111073137388,10,5,4,4,229.0
1,4,138.02608522069195,1,2,1,3,68.0
4,3,67.36219020959923,8,5,3,4,161.0
4,3,220.34827684827684,6,5,3,4,500.0
1,6,138.02608522069195,2,5,1,4,210.0
3,3,100.7890625,4,4,2,4,265.0
1,6,138.02608522069195,2,3,1,4,78.0
1,5,138.67108953095203,2,2,1,3,81.0
2,6,192.2759874726177,4,4,2,4,400.0
1,6,138.02608522069195,2,4,1,4,149.0
4,6,138.02608522069195,6,5,3,4,215.0
4,6,183.21820800371316,4,4,1,4,249.0
4,6,198.09007603821408,6,5,3,4,650.0
2,6,84.19321449108683,2,4,1,4,65.0
2,6,198.09007603821408,4,4,2,4,300.0
2,6,138.02608522069195,4,4,1,4,150.0
1,6,117.31939891873483,2,4,1,4,85.0
1,2,138.02608522069195,2,2,1,3,90.0
2,6,116.07480748074806,4,5,2,4,49.0
1,6,192.2759874726177,3,4,1,4,230.0
4,3,255.9705913606096,6,5,4,4,1500.0
1,6,153.45101102941177,2,4,1,4,110.0
3,3,86.30045662100457,4,4,2,4,130.0
2,6,130.2765182186235,4,4,2,4,179.0
1,6,83.85829030407344,2,4,1,4,159.0
4,6,138.02608522069195,7,4,1,4,169.0
1,4,153.45101102941177,1,2,1,3,60.0
5,6,75.42923051573571,8,4,2,4,140.0
1,6,138.02608522069195,2,4,1,4,89.0
3,6,138.02608522069195,5,4,1,4,140.0
3,6,138.02608522069195,4,5,2,4,201.0
1,6,129.87171912486124,2,5,1,4,130.0
4,6,157.98023595334942,8,5,3,4,1200.0
3,3,220.34827684827684,6,5,3,4,1286.0
3,3,153.45101102941177,6,4,3,4,631.0
1,3,183.21820800371316,2,2,3,3,75.0
5,6,138.02608522069195,9,4,2,4,254.0
3,3,153.45101102941177,6,6,3,4,395.0
1,2,88.63882590073068,1,2,1,3,26.0
3,3,117.31939891873483,6,4,3,4,280.0
2,6,183.21820800371316,4,4,2,4,450.0
1,6,138.02608522069195,2,4,1,4,154.0
2,5,130.2765182186235,2,2,1,3,120.0
1,5,83.85829030407344,2,2,1,3,155.0
3,3,129.87171912486124,6,5,3,4,750.0
1,6,138.02608522069195,1,2,1,3,59.0
3,6,72.17170111287759,5,5,3,4,230.0
9,3,255.9705913606096,13,5,5,4,720.0
7,6,138.02608522069195,9,4,2,4,244.0
1,6,157.98023595334942,2,5,1,4,100.0
3,3,98.00111073137388,6,5,3,4,200.0
2,5,255.9705913606096,2,2,1,3,251.0
4,3,183.21820800371316,5,4,2,4,269.0
4,6,138.02608522069195,5,4,2,4,249.0
1,6,138.02608522069195,2,4,1,4,203.0
4,3,183.21820800371316,8,5,4,4,990.0
3,6,153.45101102941177,5,4,2,4,185.0
5,6,138.02608522069195,8,4,2,4,244.0
1,4,138.02608522069195,2,2,1,3,119.0
3,6,138.02608522069195,6,4,1,4,130.0
1,2,138.02608522069195,2,2,1,3,109.0
