host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price,distance_to_city_center,email,phone,reviews,jumio,Long term stays allowed,Wifi,Essentials,Smoke alarm,mapped_property_type,mapped_bathrooms,mapped_room_type,response_time
2012-12-04,1.0,0.8164300559552359,0,1.0,1,1,4,2,3,90,1125,90,90,1125,1125,90,1125,1,0,0,0,37,5,0,0,2015-01-04,2020-01-04,5.0,5.0,4.8,5.0,5.0,4.8,5.0,0,1,1,0,0,0.06,236.0,3.856584272665729,1,1,1,1,1,1,1,1,5,6,4.0,2.0
2012-12-06,1.0,0.86,1,1.0,1,1,2,1,1,90,90,90,90,90,90,90,90,1,30,60,90,365,18,1,0,2014-01-11,2021-02-27,4.78,4.67,4.56,4.89,4.89,5.0,4.89,0,1,0,1,0,0.19,45.0,6.36885048164266,1,1,1,1,1,0,1,0,2,6,3.0,2.0
2012-12-08,0.9,0.98,0,8.0,1,1,4,1,3,3,60,3,7,1125,1125,3,1125,1,5,32,62,337,157,23,1,2013-01-07,2021-11-09,4.35,4.6,4.55,4.71,4.62,4.46,4.46,1,3,3,0,0,1.45,79.0,7.212250839468359,1,1,1,1,1,1,0,1,4,6,4.0,4.0
2012-03-19,1.0,0.71,1,14.0,1,1,2,1,1,7,1125,3,10,1125,1125,7,1125,1,26,56,86,86,97,12,0,2013-01-04,2021-08-08,4.65,4.71,4.51,4.9,4.87,4.94,4.58,0,10,10,0,0,0.89,108.0,1.8330960916016186,1,1,1,1,1,1,1,1,4,6,4.0,4.0
2012-12-10,0.67,0.0,0,1.0,1,1,5,3,5,90,1125,90,90,1125,1125,90,1125,1,15,15,15,113,2,0,0,2018-01-03,2019-01-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.04,485.0,13.37529669253606,1,1,1,0,1,1,1,1,5,1,4.0,2.0
2012-11-26,1.0,0.73,0,9.0,1,1,2,1,1,4,365,4,4,365,365,4,365,1,9,38,68,343,71,7,0,2013-10-12,2021-07-05,4.43,4.51,4.01,4.68,4.74,4.63,4.43,0,3,0,3,0,0.71,50.0,3.398299983844763,1,1,1,1,1,1,1,1,2,4,3.0,4.0
2012-06-07,1.0,1.0,1,2.0,1,1,10,3,6,3,365,3,3,1125,1125,3,1125,1,7,7,17,286,208,9,2,2013-01-02,2021-12-04,4.92,4.93,4.73,4.95,4.94,4.91,4.72,0,1,1,0,0,1.91,852.0,2.348748468953119,1,1,1,1,0,1,0,1,4,3,4.0,4.0
2012-01-25,1.0,0.8164300559552359,0,1.0,1,0,1,1,2,90,120,90,90,120,120,90,120,1,21,24,31,306,5,0,0,2014-01-07,2018-12-31,4.8,4.8,4.8,4.8,4.8,5.0,4.6,0,1,0,1,0,0.05,80.0,6.687350180637106,1,1,1,0,1,1,1,1,2,4,3.0,2.0
2012-03-17,1.0,0.64,0,1.0,1,1,5,2,3,90,365,90,90,365,365,90,365,1,0,0,0,0,13,0,0,2013-01-03,2018-01-01,3.78,4.45,3.45,4.73,4.55,4.55,4.45,1,1,1,0,0,0.12,197.0,6.419817230071694,0,1,1,1,1,1,1,1,4,6,4.0,3.0
2012-07-28,1.0,0.93,1,3.0,1,1,2,1,2,90,250,90,90,250,250,90,250,1,0,0,0,129,88,9,0,2013-01-08,2021-11-03,4.8,4.79,4.7,4.94,4.98,4.85,4.8,0,2,0,2,0,0.81,46.0,5.613529197363628,1,1,1,1,1,1,1,1,2,4,3.0,2.0
2012-12-25,1.0,0.92,0,1.0,1,1,2,1,1,4,60,4,4,28,60,4,56,1,0,18,32,271,22,4,0,2013-01-29,2021-06-13,4.59,4.64,4.32,4.64,4.59,5.0,4.59,0,1,1,0,0,0.2,209.0,10.89867893612847,1,1,1,1,1,0,1,1,4,6,4.0,3.0
2012-12-29,1.0,0.93,0,8.0,1,1,3,1,3,1,1125,1,3,1125,1125,1,1125,1,9,24,46,46,31,1,0,2013-12-23,2021-04-09,4.87,4.93,4.73,4.93,4.97,4.9,4.8,0,4,3,1,0,0.32,95.0,9.604769504219467,1,1,1,1,1,1,1,1,2,1,3.0,4.0
2013-01-02,1.0,0.83,0,2.0,1,1,3,1,1,1,1120,1,6,1120,1120,3,1120,1,1,26,56,146,207,3,1,2013-06-04,2021-11-20,4.71,4.74,4.69,4.92,4.97,4.92,4.63,0,2,2,0,0,2.0,149.0,10.764362530570418,1,1,1,1,1,1,1,1,4,6,4.0,3.0
2013-01-03,1.0,0.67,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,14,44,319,58,1,0,2013-01-12,2021-08-23,4.39,4.56,4.26,4.62,4.51,4.79,4.53,0,1,1,0,0,0.53,135.0,1.6000395051508158,1,1,1,1,1,1,1,1,5,6,4.0,2.0
2012-01-19,1.0,0.97,0,4.0,1,1,7,2,4,1,1111,1,2,1125,1125,1,1125,1,2,10,36,175,202,18,0,2013-01-26,2021-09-29,4.67,4.78,4.61,4.89,4.91,4.76,4.59,1,1,1,0,0,1.87,304.0,6.076130355154723,1,1,1,1,1,1,1,1,4,6,4.0,4.0
2013-01-09,1.0,0.5,0,1.0,1,1,2,1,1,30,190,30,30,190,190,30,190,1,0,1,31,211,16,1,0,2014-01-04,2021-10-20,4.64,4.85,4.23,4.92,4.92,4.85,4.38,0,1,1,0,0,0.17,150.0,6.534169757338963,1,1,1,1,1,1,1,1,4,6,,3.0
2013-01-09,1.0,0.0,0,2.0,1,1,1,1,1,90,365,90,90,365,365,90,365,1,0,0,0,0,137,0,0,2013-02-16,2018-10-01,4.72,4.85,4.73,4.89,4.9,4.7,4.86,0,2,0,2,0,1.28,40.0,14.604527984116404,1,1,1,1,1,1,0,1,2,4,3.0,2.0
2013-01-10,1.0,1.0,1,1.0,1,1,2,1,1,2,42,2,5,1125,1125,2,1125,1,8,16,23,214,61,8,1,2014-04-03,2021-12-05,4.8,4.84,4.95,4.98,4.98,4.9,4.72,0,1,1,0,0,0.65,150.0,9.524328910574088,1,1,1,0,1,1,1,1,4,6,4.0,4.0
2013-01-10,1.0,0.9,0,1.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,18,48,78,353,109,1,0,2013-02-09,2021-06-04,4.89,4.96,4.99,5.0,4.96,4.9,4.92,0,1,0,1,0,1.01,107.0,8.111108524862889,1,1,1,0,1,1,1,1,2,5,3.0,3.0
2013-01-12,1.0,0.97,1,1.0,1,1,2,1,1,2,60,2,2,60,60,2,60,1,9,28,53,143,64,18,5,2013-11-10,2021-11-29,4.93,4.97,4.81,5.0,5.0,4.91,4.89,0,1,0,1,0,0.65,122.0,6.6235045586128045,1,1,1,1,1,1,1,1,2,5,3.0,4.0
2013-01-14,1.0,0.8164300559552359,0,2.0,1,1,1,1,2,1,20,1,1,20,20,1,20,1,27,57,87,362,132,0,0,2013-02-01,2019-12-08,4.73,4.85,4.79,4.95,4.9,4.76,4.75,0,1,0,1,0,1.22,89.0,2.9600413348418493,1,1,1,1,0,1,1,1,2,4,3.0,3.0
2013-01-18,1.0,1.0,0,1.0,1,1,2,1,2,2,30,2,2,30,30,2,30,1,7,37,60,311,28,2,0,2013-04-01,2021-04-10,4.73,4.96,4.92,4.84,4.84,4.92,4.8,0,1,0,1,0,0.26,233.0,26.93604914541552,1,1,1,1,1,1,1,1,2,5,3.0,3.0
2013-01-18,1.0,0.83,1,2.0,1,1,6,3,4,7,100,7,7,100,100,7,100,1,0,2,22,285,15,2,0,2017-03-11,2021-06-06,5.0,4.93,4.93,5.0,5.0,4.79,4.93,0,1,1,0,0,0.26,400.0,10.574150063540653,1,1,1,1,1,1,1,1,5,3,,3.0
2010-04-26,0.96,0.86,0,58.0,1,1,7,2,4,2,1125,2,7,999,999,2,999,1,2,3,3,167,35,11,1,2014-11-18,2021-12-01,4.19,4.22,3.88,4.69,4.75,4.94,4.0,0,54,54,0,0,0.41,383.0,6.378622417694199,1,1,1,1,1,1,1,1,4,3,4.0,3.0
2012-03-11,1.0,0.96,1,3.0,1,1,5,2,4,5,1125,5,7,1125,1125,5,1125,1,0,13,43,318,45,0,0,2014-03-11,2019-12-15,4.89,4.96,4.87,5.0,5.0,4.98,4.72,0,1,1,0,0,0.48,709.0,1.9261847217188388,1,1,1,1,1,1,1,1,5,6,4.0,4.0
2013-01-27,1.0,0.97,1,1.0,1,1,2,1,1,2,1124,2,2,1125,1125,2,1125,1,6,33,63,335,222,10,3,2013-03-06,2021-11-22,4.89,4.93,4.97,4.98,4.97,4.94,4.87,1,1,0,1,0,2.08,145.0,10.101363337655307,1,1,1,1,0,1,0,1,2,5,3.0,4.0
2013-01-28,1.0,0.75,1,1.0,1,1,2,1,1,2,60,2,2,60,60,2,60,1,4,16,46,319,206,24,0,2013-03-12,2021-10-22,4.85,4.92,4.93,4.98,4.97,4.9,4.8,0,1,1,0,0,1.93,128.0,27.971846735671903,1,1,1,1,1,0,1,1,5,6,4.0,2.0
2013-01-28,1.0,0.8164300559552359,0,1.0,1,0,6,3,3,30,90,30,30,90,90,30,90,1,0,2,2,63,5,0,0,2014-08-17,2017-08-21,4.8,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.06,270.0,8.592034901418133,1,1,1,0,1,1,1,1,5,3,4.0,2.0
2013-01-19,1.0,1.0,1,1.0,1,1,4,2,2,30,1125,30,30,1125,1125,30,1125,1,7,7,36,311,16,2,0,2013-11-30,2021-08-12,4.88,4.88,4.75,4.94,4.94,4.94,4.63,1,1,1,0,0,0.16,296.0,10.438356050119703,1,1,1,1,1,1,1,1,4,6,4.0,3.0
2013-01-30,0.9,0.69,0,1.0,1,1,12,4,6,2,30,2,2,30,30,2,30,1,5,20,48,323,52,14,1,2013-06-17,2021-12-04,4.48,4.25,3.9,4.63,4.67,4.75,3.88,0,1,1,0,0,0.5,1050.0,27.918403060113558,1,1,1,1,1,1,1,1,5,3,4.0,3.0
2013-01-31,1.0,1.0,1,2.0,1,1,4,2,3,7,180,7,7,180,180,7,180,1,12,33,63,338,6,0,0,2013-03-19,2020-02-24,4.5,4.67,4.83,4.67,4.83,5.0,4.67,0,2,2,0,0,0.06,300.0,19.226506813893458,1,1,1,0,1,1,1,1,5,3,4.0,3.0
2013-02-04,1.0,1.0,0,2.0,1,1,2,1,1,21,365,21,21,365,365,21,365,1,0,0,2,272,5,0,0,2015-03-24,2019-11-10,4.8,5.0,5.0,5.0,4.8,4.8,4.8,0,1,1,0,0,0.06,110.0,6.928010501952919,1,1,1,0,1,1,1,1,4,6,4.0,4.0
2013-02-10,1.0,0.8,0,1.0,1,1,2,1,2,3,1125,3,3,365,365,3,365,1,0,0,0,0,5,1,0,2019-02-23,2021-05-25,4.8,5.0,4.8,5.0,5.0,5.0,4.8,1,2,0,2,0,0.15,134.0,1.5810331569758391,1,1,0,0,1,1,1,0,3,5,3.0,3.0
2013-02-10,1.0,0.88,1,2.0,1,1,4,2,3,3,21,3,3,21,21,3,21,1,5,27,57,57,53,9,2,2015-01-28,2021-11-28,4.94,4.92,4.98,4.96,4.96,4.81,4.83,0,2,1,1,0,0.63,220.0,10.670290112184441,1,1,1,1,0,1,1,1,5,6,4.0,3.0
2013-02-15,1.0,0.63,1,1.0,1,1,3,2,3,2,31,2,2,31,31,2,31,1,0,26,44,292,85,4,1,2013-04-04,2021-11-23,4.92,4.94,4.84,4.95,4.96,4.92,4.87,0,1,1,0,0,0.8,146.0,10.414343436173114,1,1,1,0,1,1,1,1,4,6,4.0,3.0
2013-02-16,1.0,0.93,1,1.0,1,1,2,1,1,3,90,3,3,1125,1125,3,1125,1,2,10,17,279,105,12,1,2013-02-26,2021-11-15,4.91,4.92,4.93,4.97,4.98,4.85,4.8,0,1,1,0,0,0.98,176.0,2.8513044282050233,1,1,1,1,0,1,0,1,5,6,4.0,4.0
2013-01-31,1.0,1.0,1,2.0,1,1,2,1,2,90,180,90,90,180,180,90,180,1,29,59,89,364,3,0,0,2015-12-02,2019-01-31,4.67,5.0,5.0,5.0,5.0,5.0,5.0,0,2,2,0,0,0.04,236.0,10.650978566801108,1,1,1,0,1,1,1,1,4,6,4.0,3.0
2012-05-07,1.0,0.0,0,1.0,1,1,2,1,2,90,1125,90,90,1125,1125,90,1125,1,13,43,73,348,12,0,0,2013-03-11,2018-04-13,4.17,4.25,4.17,4.55,4.42,4.27,3.91,0,1,1,0,0,0.11,155.0,1.8927483926551174,1,1,1,1,1,1,1,1,4,6,4.0,3.0
2013-02-23,1.0,0.93,0,3.0,1,1,5,1,4,3,1125,3,3,1125,1125,3,1125,1,11,41,71,161,109,9,2,2013-04-02,2021-12-04,4.65,4.65,4.75,4.91,4.91,4.62,4.72,0,1,1,0,0,1.03,91.0,17.88616807840292,1,1,1,1,1,1,1,1,5,6,4.0,3.0
2013-03-18,1.0,0.0,0,1.0,1,1,2,1,1,30,120,30,30,120,120,30,120,1,28,58,88,363,2,0,0,2014-01-03,2014-10-13,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.02,190.0,6.750309267634671,1,1,1,1,1,1,1,1,4,6,4.0,2.0
2013-03-19,0.8,0.91,1,4.0,1,1,3,1,1,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,1,0,0,2016-10-19,2016-10-19,0.0,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,1,0,0,0.02,293.0,6.054993584310158,1,1,1,1,1,1,1,1,5,6,4.0,4.0
2012-02-27,0.88,0.25,0,2.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,0,0,0,66,85,0,0,2013-10-14,2019-12-03,4.78,4.83,4.81,4.95,4.93,4.88,4.78,0,2,1,1,0,0.86,96.0,1.5498407828749177,1,1,1,1,1,1,1,1,2,4,3.0,2.0
2013-01-02,1.0,1.0,1,1.0,1,1,5,2,3,3,45,3,3,1125,1125,3,1125,1,0,7,7,67,272,23,3,2013-11-18,2021-11-27,4.93,4.97,4.91,4.98,4.97,4.87,4.84,1,1,1,0,0,2.77,200.0,29.845798895569498,1,1,1,1,1,1,1,1,5,6,4.0,4.0
2013-03-24,1.0,0.98,1,11.0,1,1,2,1,2,2,365,2,2,1125,1125,2,1125,1,0,0,0,0,9,0,0,2013-07-15,2019-06-12,5.0,5.0,5.0,5.0,5.0,5.0,4.57,1,11,0,11,0,0.09,79.0,7.563592400888493,1,1,1,1,1,1,1,1,3,2,3.0,4.0
2012-10-06,1.0,0.64,1,4.0,1,1,4,2,2,7,90,7,7,90,90,7,90,1,12,42,65,340,46,5,0,2013-07-01,2021-07-16,4.73,4.84,4.52,4.86,4.91,4.84,4.52,0,1,1,0,0,0.45,428.0,1.9538319203424797,1,1,1,1,1,1,1,1,4,3,4.0,3.0
2013-03-26,0.5,0.0,0,1.0,1,0,4,2,2,90,365,90,90,365,365,90,365,1,30,60,90,365,1,0,0,2020-04-13,2020-04-13,3.0,5.0,2.0,5.0,4.0,4.0,3.0,0,1,1,0,0,0.05,250.0,2.602371828482895,1,1,0,1,1,1,0,0,4,6,4.0,2.0
2014-12-11,0.61,0.5,0,33.0,1,1,6,3,4,3,1125,3,3,1125,1125,3,1125,1,10,40,70,345,13,0,0,2014-09-30,2020-11-28,4.85,4.67,4.67,4.83,4.67,4.75,4.58,0,33,33,0,0,0.15,750.0,26.88689797008869,1,1,1,1,1,1,1,1,5,3,4.0,2.0
2012-07-28,1.0,0.93,1,3.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,28,37,203,111,9,0,2013-05-07,2021-07-04,4.82,4.82,4.74,4.86,4.9,4.82,4.76,0,2,0,2,0,1.06,50.0,5.985711954060306,1,1,1,1,1,1,1,1,2,4,3.0,2.0
2013-04-15,0.89,0.37,0,1.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,5,5,9,99,48,2,0,2013-12-15,2021-05-15,4.53,4.78,4.38,4.87,4.85,4.85,4.7,0,1,1,0,0,0.49,115.0,4.799275838172947,1,1,1,1,1,0,0,0,6,6,4.0,2.0
2013-04-15,1.0,0.63,0,1.0,1,1,2,1,1,3,1125,3,3,1125,1125,3,1125,1,14,44,74,349,29,4,0,2013-12-09,2021-06-14,4.83,4.9,4.83,4.93,4.97,4.79,4.59,0,1,1,0,0,0.3,180.0,0.7098575987226386,1,1,1,1,1,0,1,1,4,6,4.0,4.0
2013-02-14,1.0,0.72,1,1.0,1,1,2,1,1,3,30,3,3,30,30,3,30,1,8,27,52,327,105,15,0,2013-08-12,2021-06-14,4.91,4.95,4.97,4.98,4.98,4.86,4.94,0,1,1,0,0,1.04,90.0,9.130395506464758,1,1,1,0,1,1,1,1,5,6,4.0,3.0
2011-03-01,0.86,0.5,0,1.0,1,1,4,2,2,3,1125,3,3,1125,1125,3,1125,1,8,25,55,55,39,2,1,2014-08-13,2021-11-28,4.62,4.79,4.44,4.95,4.9,4.82,4.64,0,1,1,0,0,0.44,212.0,2.957473719677073,1,1,1,1,1,1,1,1,5,3,4.0,2.0
2012-05-18,0.33,0.0,0,4.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,26,56,86,361,262,0,0,2013-06-08,2020-02-23,4.74,4.75,4.64,4.86,4.75,4.87,4.68,0,2,1,1,0,2.53,80.0,2.8664046457540135,1,1,1,1,1,1,1,0,2,5,3.0,1.0
2013-08-26,1.0,1.0,0,1.0,1,1,2,1,1,7,28,7,7,1125,1125,7,1125,1,2,2,9,100,37,1,0,2015-06-29,2021-04-06,4.81,4.73,4.7,4.92,4.89,4.89,4.58,1,1,0,1,0,0.47,174.0,20.54569841525278,1,1,1,0,1,1,1,1,2,4,3.0,2.0
2011-10-07,0.9,0.65,1,2.0,1,1,6,3,3,6,400,6,6,400,400,6,400,1,0,12,29,209,25,5,2,2017-03-18,2021-11-29,4.92,4.92,4.6,5.0,5.0,4.96,4.75,0,1,1,0,0,0.43,400.0,5.706961870661428,1,1,1,1,1,1,1,1,5,3,4.0,3.0
2013-01-23,1.0,0.89,0,1.0,1,1,6,3,3,5,21,5,5,21,21,5,21,1,8,24,54,329,5,1,0,2017-12-26,2021-04-26,4.8,4.8,5.0,5.0,5.0,5.0,4.6,0,1,1,0,0,0.1,664.0,6.647873809148797,1,1,1,1,0,1,1,1,5,3,4.0,4.0
2013-05-03,0.55,0.37,0,2.0,1,1,4,2,2,2,365,2,2,365,365,2,365,1,3,26,56,331,39,1,0,2013-10-14,2021-05-23,4.97,4.92,4.97,4.97,4.81,4.95,4.81,0,2,2,0,0,0.39,550.0,3.3911756966664464,1,1,1,1,1,1,1,1,4,6,4.0,2.0
2012-10-07,1.0,0.94,0,0.0,1,1,2,1,1,2,180,2,2,1125,1125,2,1125,1,0,0,0,0,353,33,3,2013-06-21,2021-12-02,4.65,4.77,4.43,4.87,4.81,4.89,4.56,0,1,1,0,0,3.42,190.0,6.09061487173261,1,1,1,1,1,1,1,1,4,6,4.0,4.0
2012-08-12,0.83,0.4,0,5.0,1,1,1,1,1,90,1125,90,90,1125,1125,90,1125,1,29,59,89,364,21,0,0,2014-04-07,2019-11-12,4.44,4.5,4.56,4.17,4.33,4.83,4.33,0,4,1,3,0,0.22,75.0,6.976446424845521,1,1,1,1,1,1,0,0,2,4,3.0,3.0
2013-05-05,1.0,0.99,1,1.0,1,1,2,1,1,2,7,2,3,7,7,2,7,1,4,10,33,117,332,36,2,2013-06-11,2021-11-13,4.92,4.95,4.97,4.96,4.97,4.92,4.88,0,1,1,0,0,3.21,116.0,24.109986960901214,1,1,1,1,0,1,1,1,6,6,4.0,4.0
2013-05-09,1.0,1.0,0,2.0,1,1,4,3,2,3,1125,3,3,1125,1125,3,1125,1,12,42,72,347,41,1,0,2014-01-10,2021-06-20,4.58,4.87,4.63,4.76,4.76,4.74,4.63,1,1,1,0,0,0.43,399.0,3.7975477473380743,1,1,1,0,1,1,1,1,4,3,4.0,4.0
2013-05-13,1.0,0.8164300559552359,0,1.0,1,1,2,1,1,2,20,2,2,20,20,2,20,1,0,21,51,326,104,0,0,2013-07-06,2020-03-17,4.8,4.84,4.77,4.93,4.92,4.87,4.68,0,1,0,1,0,1.01,140.0,0.7060583510786793,1,1,1,1,0,1,1,1,2,4,3.0,4.0
2013-05-14,1.0,1.0,1,1.0,1,1,2,1,1,2,30,2,2,30,30,2,30,1,1,4,21,272,263,51,5,2013-08-05,2021-11-28,4.74,4.78,4.49,4.84,4.84,4.95,4.46,0,1,1,0,0,2.59,404.0,27.259620457110646,1,1,1,1,1,1,1,1,4,6,4.0,2.0
2013-05-21,1.0,1.0,0,2.0,1,1,2,2,2,2,45,2,2,45,45,2,45,1,1,4,4,4,14,0,0,2014-05-18,2019-12-27,4.86,5.0,4.64,4.86,5.0,4.86,4.79,0,2,2,0,0,0.15,200.0,6.347937802698128,1,1,1,0,1,1,1,1,4,6,4.0,4.0
2013-05-07,1.0,0.93,0,1.0,1,1,4,2,2,3,1125,3,3,1125,1125,3,1125,1,0,0,0,160,88,8,0,2013-08-16,2021-06-23,4.71,4.77,4.86,4.94,4.94,4.72,4.6,0,1,1,0,0,0.87,180.0,5.940438970211278,1,1,1,1,1,1,1,1,4,6,4.0,3.0
2013-06-06,1.0,0.76,1,4.0,1,1,2,1,1,2,7,2,2,7,7,2,7,1,2,12,33,282,31,0,0,2014-10-20,2017-04-13,4.84,4.77,4.87,5.0,4.84,4.94,4.65,0,4,0,4,0,0.36,230.0,31.629271769911494,1,1,1,1,0,1,1,1,2,5,3.0,4.0
2013-06-06,1.0,0.98,1,2.0,1,1,2,1,1,3,192,3,3,1125,1125,3,1125,1,9,30,60,60,406,20,0,2013-08-07,2021-06-13,4.82,4.93,4.88,4.96,4.91,4.88,4.83,0,1,1,0,0,4.0,105.0,3.7161739360211477,1,1,1,1,1,1,1,1,5,6,4.0,4.0
2011-12-03,1.0,0.82,1,2.0,1,1,4,2,3,3,1124,3,7,1124,1124,3,1124,1,4,4,4,4,39,0,0,2014-01-09,2019-12-31,4.95,5.0,4.97,4.95,5.0,4.95,4.92,0,1,1,0,0,0.4,380.0,6.651615120260764,1,1,1,1,1,1,1,1,4,6,,3.0
2013-06-11,1.0,0.93,1,1.0,1,1,6,3,4,2,90,2,2,90,90,2,90,1,19,45,66,335,226,11,2,2013-07-10,2021-12-05,4.76,4.81,4.78,4.9,4.94,4.92,4.63,0,1,1,0,0,2.21,643.0,6.672935482327906,1,1,1,1,1,0,1,1,5,6,4.0,4.0
2013-06-16,1.0,0.67,0,1.0,1,1,4,3,3,7,1125,7,7,1125,1125,7,1125,1,8,31,61,151,6,0,0,2013-07-22,2018-12-30,5.0,5.0,4.8,5.0,5.0,4.8,5.0,0,1,1,0,0,0.06,990.0,6.18823083144813,1,1,1,1,1,1,1,1,5,3,4.0,4.0
2013-06-16,1.0,0.88,1,2.0,1,1,7,3,5,2,365,2,5,365,365,2,365,1,8,18,48,321,46,11,3,2014-01-12,2021-11-27,4.91,4.93,4.89,5.0,5.0,4.95,4.57,0,2,2,0,0,0.48,650.0,28.888910269091756,1,1,1,1,1,1,1,1,5,6,4.0,4.0
2010-04-26,0.96,0.86,0,58.0,1,1,4,2,2,2,365,2,7,999,999,2,999,1,18,18,26,169,58,6,0,2014-01-01,2021-11-02,4.84,4.9,4.74,4.52,4.77,4.9,4.58,0,54,54,0,0,0.6,298.0,3.5643448711102907,1,1,1,1,0,1,0,1,4,3,4.0,3.0
2013-06-05,0.38,0.0,0,2.0,1,1,2,1,2,2,1125,2,2,1125,1125,2,1125,1,0,2,2,223,70,0,0,2013-08-19,2020-01-18,4.43,4.55,4.67,4.74,4.75,4.85,4.51,0,1,1,0,0,0.69,150.0,4.676283103361794,1,1,1,1,1,1,1,1,6,6,4.0,1.0
2013-06-16,1.0,0.88,1,2.0,1,1,2,1,2,2,365,2,2,365,365,2,365,1,9,10,40,311,31,5,1,2016-01-26,2021-11-20,4.97,4.97,5.0,4.97,5.0,5.0,4.77,0,2,2,0,0,0.43,290.0,28.82534386843488,1,1,1,1,1,1,1,1,5,6,,4.0
2012-10-10,1.0,0.0,0,0.0,1,1,6,2,3,3,1125,3,3,1125,1125,3,1125,1,0,0,0,7,31,0,0,2014-01-13,2020-01-20,4.83,4.72,4.65,4.84,4.92,4.88,4.6,0,1,1,0,0,0.32,360.0,4.84546071736707,1,1,1,1,0,1,0,1,4,3,4.0,3.0
2013-06-25,1.0,0.55,0,2.0,1,1,4,3,2,2,28,2,2,28,28,2,28,1,20,45,75,350,49,4,0,2013-09-19,2021-04-04,4.65,4.69,4.71,4.78,4.73,4.94,4.55,0,2,0,2,0,0.49,150.0,37.03606094354569,1,1,1,0,1,1,1,1,2,4,3.0,3.0
2013-02-18,1.0,0.91,1,1.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,10,40,70,345,115,6,1,2013-08-26,2021-11-27,4.85,4.85,4.77,4.95,4.92,4.86,4.75,0,1,1,0,0,1.14,105.0,3.181708243257904,1,1,1,1,1,1,1,1,4,6,4.0,4.0
2013-07-15,0.0,0.0,0,1.0,1,1,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,7,0,0,2013-09-23,2015-08-10,4.6,4.71,3.86,5.0,4.14,4.86,4.43,0,1,1,0,0,0.07,167.0,7.411928947432185,1,1,1,1,1,1,0,1,4,6,4.0,1.0
2013-07-29,1.0,1.0,0,1.0,1,1,2,1,1,2,40,2,2,40,40,2,40,1,18,48,78,353,29,0,0,2013-10-10,2020-01-02,4.93,5.0,4.96,4.93,5.0,5.0,4.86,0,1,1,0,0,0.29,297.0,1.3648091341026056,1,1,1,1,0,1,0,1,4,6,4.0,3.0
2013-06-10,1.0,1.0,0,2.0,1,1,6,3,3,12,35,12,21,21,35,15,34,1,0,23,29,161,9,0,0,2013-11-06,2020-01-02,4.89,5.0,5.0,5.0,5.0,4.78,4.67,0,2,1,1,0,0.09,421.0,9.981823663018437,1,1,1,1,1,1,1,1,5,3,4.0,2.0
2013-08-01,1.0,0.68,1,1.0,1,1,4,1,1,2,60,2,3,60,60,2,60,1,4,12,31,194,51,6,1,2013-10-08,2021-11-27,4.94,4.98,4.88,4.98,4.96,4.96,4.76,0,1,1,0,0,0.51,232.0,27.38076410241209,1,1,1,1,1,1,1,1,5,6,4.0,4.0
2011-12-21,1.0,0.86,0,2.0,1,1,2,1,1,1,365,1,1,365,365,1,365,1,11,16,46,316,132,5,0,2013-09-07,2021-06-21,4.92,4.95,4.98,4.95,4.94,4.88,4.85,0,1,0,1,0,1.31,85.0,14.323929377027586,1,1,1,1,1,1,1,1,2,4,3.0,3.0
2013-04-12,1.0,0.0,1,1.0,1,1,2,1,1,84,365,84,84,365,365,84,365,1,0,0,0,36,113,0,0,2013-10-05,2020-03-26,4.75,4.8,4.74,4.84,4.92,4.93,4.76,0,1,1,0,0,1.13,99.0,2.260661189355636,1,1,1,1,1,1,1,1,4,6,4.0,4.0
