host_name,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price,distance_to_city_center,review_duration,email,phone,reviews,jumio,Long term stays allowed,Wifi,Essentials,Smoke alarm,avg_price_per_bedroom,mapped_property_type,mapped_bathrooms,mapped_room_type,response_time,neighbourhood_encoded
Hugh,2011-10-07,"Sydney, New South Wales, Australia",1.0,0.75,1,5.0,1,1,4,1,2,3,360,3,6,360,360,3,360,1,8,27,32,285,258,12,1,4.8,4.83,4.78,4.93,4.91,4.83,4.8,0,5,5,0,0,2.43,141.0,1.4224363086486906,3162.0,1,1,1,1,1,0,1,1,138.02608522069195,4,6,4,4,32
Komang,2012-01-11,"Bondi Junction, New South Wales, Australia",0.75,0.83,0,3.0,1,1,3,2,3,3,21,3,5,28,1125,3,966,1,0,25,55,317,69,0,0,4.58,4.49,4.43,4.91,4.88,4.89,4.38,0,1,1,0,0,0.63,306.0,7.083120413142872,2839.0,1,1,1,1,0,1,1,1,183.21820800371313,4,6,4,3,35
Hong,2012-11-09,"Hornsby, New South Wales, Australia",1.0,1.0,0,4.0,1,1,3,1,2,90,1125,90,90,1125,1125,90,1125,1,29,59,89,364,96,0,0,4.14,4.34,4.12,4.52,4.49,4.42,4.27,1,4,0,4,0,0.89,86.0,22.973355904205643,2618.0,1,1,1,1,1,1,0,0,129.87171912486124,2,2,3,2,13
Hong,2012-11-09,"Hornsby, New South Wales, Australia",1.0,1.0,0,4.0,1,1,4,1,2,90,1125,90,90,1125,1125,90,1125,1,30,60,90,365,29,0,0,4.66,4.75,4.57,4.71,4.82,4.59,4.68,0,4,0,4,0,0.26,95.0,22.872621805100263,2414.0,1,1,1,1,1,1,0,1,129.87171912486124,2,2,3,2,13
Sheena,2012-11-18,"Sydney, New South Wales, Australia",0.5,0.67,0,1.0,1,0,1,1,1,2,37,2,2,37,37,2,37,1,10,40,70,70,43,1,0,4.73,4.74,4.35,4.86,4.91,4.67,4.6,0,1,0,1,0,0.39,52.0,8.79552000847363,2939.0,1,1,1,0,1,1,1,1,135.26623842867315,2,4,3,2,27
Julia,2012-11-22,"Frenchs Forest, New South Wales, Australia",1.0,1.0,1,1.0,1,1,2,4,1,90,1125,90,90,1125,1125,90,1125,1,0,5,35,310,15,1,0,4.73,4.67,4.6,5.0,5.0,4.87,4.87,1,1,0,1,0,0.21,55.0,13.17175046734798,1842.0,1,1,1,1,1,1,1,0,157.98023595334942,2,2,3,3,34
Karren,2011-12-01,"Sydney, New South Wales, Australia",0.4,0.13,0,1.0,1,1,2,1,1,7,35,7,7,35,35,7,35,1,10,10,38,128,49,2,0,4.79,4.81,4.7,4.96,4.91,4.98,4.68,0,1,1,0,0,0.47,150.0,3.5264771958749397,2880.0,1,1,1,1,1,1,1,1,198.09007603821408,4,6,4,1,37
Natacha,2012-06-18,"Sydney, New South Wales, Australia",1.0,0.9,0,0.0,1,1,4,2,2,3,100,3,6,100,1125,3,1029,1,0,2,26,100,29,4,1,4.83,4.86,4.9,4.79,4.93,4.76,4.66,0,1,1,0,0,0.29,267.0,2.891070851871436,2959.0,1,1,1,1,1,1,1,1,138.02608522069195,4,3,4,4,32
Simon,2012-12-04,"Sydney, New South Wales, Australia",1.0,0.8164300559552359,0,1.0,1,1,4,2,3,90,1125,90,90,1125,1125,90,1125,1,0,0,0,37,5,0,0,5.0,5.0,4.8,5.0,5.0,4.8,5.0,0,1,1,0,0,0.06,236.0,3.856584272665729,1826.0,1,1,1,1,1,1,1,1,183.21820800371313,5,6,4,2,35
Andy,2012-12-06,"Bronte, New South Wales, Australia",1.0,0.86,1,1.0,1,1,2,1,1,90,90,90,90,90,90,90,90,1,30,60,90,365,18,1,0,4.78,4.67,4.56,4.89,4.89,5.0,4.89,0,1,0,1,0,0.19,45.0,6.36885048164266,2604.0,1,1,1,1,1,0,1,0,183.21820800371313,2,6,3,2,35
Galina,2012-12-08,"Marrickville, New South Wales, Australia",0.9,0.98,0,8.0,1,1,4,1,3,3,60,3,7,1125,1125,3,1125,1,5,32,62,337,157,23,1,4.35,4.6,4.55,4.71,4.62,4.46,4.46,1,3,3,0,0,1.45,79.0,7.212250839468359,3228.0,1,1,1,1,1,1,0,1,93.51619733735731,4,6,4,4,21
Phillip,2012-03-19,"Sydney, New South Wales, Australia",1.0,0.71,1,14.0,1,1,2,1,1,7,1125,3,10,1125,1125,7,1125,1,26,56,86,86,97,12,0,4.65,4.71,4.51,4.9,4.87,4.94,4.58,0,10,10,0,0,0.89,108.0,1.8330960916016186,3138.0,1,1,1,1,1,1,1,1,138.02608522069195,4,6,4,4,32
Don,2012-12-10,"Sydney, New South Wales, Australia",0.67,0.0,0,1.0,1,1,5,3,5,90,1125,90,90,1125,1125,90,1125,1,15,15,15,113,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.04,485.0,13.37529669253606,365.0,1,1,1,0,1,1,1,1,157.98023595334942,5,6,4,2,34
Dinda,2012-11-26,"Bali, Indonesia",1.0,0.73,0,9.0,1,1,2,1,1,4,365,4,4,365,365,4,365,1,9,38,68,343,71,7,0,4.43,4.51,4.01,4.68,4.74,4.63,4.43,0,3,0,3,0,0.71,50.0,3.398299983844763,2823.0,1,1,1,1,1,1,1,1,138.02608522069195,2,4,3,4,32
Louise,2012-06-07,"Sydney, New South Wales, Australia",1.0,1.0,1,2.0,1,1,10,3,6,3,365,3,3,1125,1125,3,1125,1,7,7,17,286,208,9,2,4.92,4.93,4.73,4.95,4.94,4.91,4.72,0,1,1,0,0,1.91,852.0,2.348748468953119,3258.0,1,1,1,1,0,1,0,1,198.09007603821408,4,3,4,4,37
Julie,2012-01-25,"Tamarama, New South Wales, Australia",1.0,0.8164300559552359,0,1.0,1,0,1,1,2,90,120,90,90,120,120,90,120,1,21,24,31,306,5,0,0,4.8,4.8,4.8,4.8,4.8,5.0,4.6,0,1,0,1,0,0.05,80.0,6.687350180637106,1819.0,1,1,1,0,1,1,1,1,183.21820800371313,2,4,3,2,35
Peter,2012-03-17,"Tamarama, New South Wales, Australia",1.0,0.64,0,1.0,1,1,5,2,3,90,365,90,90,365,365,90,365,1,0,0,0,0,13,0,0,3.78,4.45,3.45,4.73,4.55,4.55,4.45,1,1,1,0,0,0.12,197.0,6.419817230071694,1824.0,0,1,1,1,1,1,1,1,183.21820800371313,4,6,4,3,35
Natasa,2012-07-28,"Sydney, New South Wales, Australia",1.0,0.93,1,3.0,1,1,2,1,2,90,250,90,90,250,250,90,250,1,0,0,0,129,88,9,0,4.8,4.79,4.7,4.94,4.98,4.85,4.8,0,2,0,2,0,0.81,46.0,5.613529197363628,3221.0,1,1,1,1,1,1,1,1,93.51619733735731,2,4,3,2,21
Tony,2012-12-25,"Sydney, New South Wales, Australia",1.0,0.92,0,1.0,1,1,2,1,1,4,60,4,4,28,60,4,56,1,0,18,32,271,22,4,0,4.59,4.64,4.32,4.64,4.59,5.0,4.59,0,1,1,0,0,0.2,209.0,10.89867893612847,3057.0,1,1,1,1,1,0,1,1,192.27598747261771,4,6,4,3,20
Marcella,2012-12-29,"New South Wales, Australia",1.0,0.93,0,8.0,1,1,3,1,3,1,1125,1,3,1125,1125,1,1125,1,9,24,46,46,31,1,0,4.87,4.93,4.73,4.93,4.97,4.9,4.8,0,4,3,1,0,0.32,95.0,9.604769504219467,2664.0,1,1,1,1,1,1,1,1,135.26623842867315,2,1,3,4,27
Kirsti,2013-01-02,"Sydney, New South Wales, Australia",1.0,0.83,0,2.0,1,1,3,1,1,1,1120,1,6,1120,1120,3,1120,1,1,26,56,146,207,3,1,4.71,4.74,4.69,4.92,4.97,4.92,4.63,0,2,2,0,0,2.0,149.0,10.764362530570418,3091.0,1,1,1,1,1,1,1,1,192.27598747261771,4,6,4,3,20
Jesse,2013-01-03,"St Pauls, New South Wales, Australia",1.0,0.67,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,14,44,319,58,1,0,4.39,4.56,4.26,4.62,4.51,4.79,4.53,0,1,1,0,0,0.53,135.0,1.6000395051508158,3145.0,1,1,1,1,1,1,1,1,138.02608522069195,5,6,4,2,32
James,2012-01-19,"Sydney, New South Wales, Australia",1.0,0.97,0,4.0,1,1,7,2,4,1,1111,1,2,1125,1125,1,1125,1,2,10,36,175,202,18,0,4.67,4.78,4.61,4.89,4.91,4.76,4.59,1,1,1,0,0,1.87,304.0,6.076130355154723,3168.0,1,1,1,1,1,1,1,1,220.34827684827684,4,6,4,4,22
Carol,2013-01-09,"Sydney, New South Wales, Australia",1.0,0.5,0,1.0,1,1,2,1,1,30,190,30,30,190,190,30,190,1,0,1,31,211,16,1,0,4.64,4.85,4.23,4.92,4.92,4.85,4.38,0,1,1,0,0,0.17,150.0,6.534169757338963,2846.0,1,1,1,1,1,1,1,1,183.21820800371313,4,6,4,3,35
Michelle,2013-01-09,"Sydney, New South Wales, Australia",1.0,0.0,0,2.0,1,1,1,1,1,90,365,90,90,365,365,90,365,1,0,0,0,0,137,0,0,4.72,4.85,4.73,4.89,4.9,4.7,4.86,0,2,0,2,0,1.28,40.0,14.604527984116404,2053.0,1,1,1,1,1,1,0,1,75.42923051573571,2,4,3,2,28
Alison,2013-01-10,"Manly, New South Wales, Australia",1.0,1.0,1,1.0,1,1,2,1,1,2,42,2,5,1125,1125,2,1125,1,8,16,23,214,61,8,1,4.8,4.84,4.95,4.98,4.98,4.9,4.72,0,1,1,0,0,0.65,150.0,9.524328910574088,2803.0,1,1,1,0,1,1,1,1,192.27598747261771,4,6,4,4,20
Sue,2013-01-10,"Woolwich, New South Wales, Australia",1.0,0.9,0,1.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,18,48,78,353,109,1,0,4.89,4.96,4.99,5.0,4.96,4.9,4.92,0,1,0,1,0,1.01,107.0,8.111108524862889,3037.0,1,1,1,0,1,1,1,1,135.88888888888889,2,5,3,3,14
Rick,2013-01-12,"Sydney, New South Wales, Australia",1.0,0.97,1,1.0,1,1,2,1,1,2,60,2,2,60,60,2,60,1,9,28,53,143,64,18,5,4.93,4.97,4.81,5.0,5.0,4.91,4.89,0,1,0,1,0,0.65,122.0,6.6235045586128045,2941.0,1,1,1,1,1,1,1,1,183.21820800371313,2,5,3,4,35
Jerry,2013-01-14,"Sydney, New South Wales, Australia",1.0,0.8164300559552359,0,2.0,1,1,1,1,2,1,20,1,1,20,20,1,20,1,27,57,87,362,132,0,0,4.73,4.85,4.79,4.95,4.9,4.76,4.75,0,1,0,1,0,1.22,89.0,2.9600413348418493,2501.0,1,1,1,1,0,1,1,1,138.02608522069195,2,4,3,3,32
Susanna,2013-01-18,"Bilgola Plateau, New South Wales, Australia",1.0,1.0,0,1.0,1,1,2,1,2,2,30,2,2,30,30,2,30,1,7,37,60,311,28,2,0,4.73,4.96,4.92,4.84,4.84,4.92,4.8,0,1,0,1,0,0.26,233.0,26.93604914541552,2931.0,1,1,1,1,1,1,1,1,255.97059136060957,2,5,3,3,26
Jill,2013-01-18,"Sydney, New South Wales, Australia",1.0,0.83,1,2.0,1,1,6,3,4,7,100,7,7,100,100,7,100,1,0,2,22,285,15,2,0,5.0,4.93,4.93,5.0,5.0,4.79,4.93,0,1,1,0,0,0.26,400.0,10.574150063540653,1548.0,1,1,1,1,1,1,1,1,192.27598747261771,5,3,4,3,20
Bondi Beach Holiday Homes,2010-04-26,"Tamarama, New South Wales, Australia",0.96,0.86,0,58.0,1,1,7,2,4,2,1125,2,7,999,999,2,999,1,2,3,3,167,35,11,1,4.19,4.22,3.88,4.69,4.75,4.94,4.0,0,54,54,0,0,0.41,383.0,6.378622417694199,2570.0,1,1,1,1,1,1,1,1,183.21820800371313,4,3,4,3,35
Brendon,2012-03-11,"Balmain East, New South Wales, Australia",1.0,0.96,1,3.0,1,1,5,2,4,5,1125,5,7,1125,1125,5,1125,1,0,13,43,318,45,0,0,4.89,4.96,4.87,5.0,5.0,4.98,4.72,0,1,1,0,0,0.48,709.0,1.9261847217188388,2105.0,1,1,1,1,1,1,1,1,117.31939891873483,5,6,4,4,18
Cheryl,2013-01-27,"Fairlight, New South Wales, Australia",1.0,0.97,1,1.0,1,1,2,1,1,2,1124,2,2,1125,1125,2,1125,1,6,33,63,335,222,10,3,4.89,4.93,4.97,4.98,4.97,4.94,4.87,1,1,0,1,0,2.08,145.0,10.101363337655307,3183.0,1,1,1,1,0,1,0,1,192.27598747261771,2,5,3,4,20
Heidi,2013-01-28,"Clareville, New South Wales, Australia",1.0,0.75,1,1.0,1,1,2,1,1,2,60,2,2,60,60,2,60,1,4,16,46,319,206,24,0,4.85,4.92,4.93,4.98,4.97,4.9,4.8,0,1,1,0,0,1.93,128.0,27.971846735671903,3146.0,1,1,1,1,1,0,1,1,255.97059136060957,5,6,4,2,26
Kerry And Gary,2013-01-28,"Sydney, New South Wales, Australia",1.0,0.8164300559552359,0,1.0,1,0,6,3,3,30,90,30,30,90,90,30,90,1,0,2,2,63,5,0,0,4.8,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.06,270.0,8.592034901418133,1100.0,1,1,1,0,1,1,1,1,192.27598747261771,5,3,4,2,20
Naomi,2013-01-19,"Singapore, Singapore",1.0,1.0,1,1.0,1,1,4,2,2,30,1125,30,30,1125,1125,30,1125,1,7,7,36,311,16,2,0,4.88,4.88,4.75,4.94,4.94,4.94,4.63,1,1,1,0,0,0.16,296.0,10.438356050119703,2812.0,1,1,1,1,1,1,1,1,192.27598747261771,4,6,4,3,20
Moshe,2013-01-30,"Sydney, New South Wales, Australia",0.9,0.69,0,1.0,1,1,12,4,6,2,30,2,2,30,30,2,30,1,5,20,48,323,52,14,1,4.48,4.25,3.9,4.63,4.67,4.75,3.88,0,1,1,0,0,0.5,1050.0,27.918403060113558,3092.0,1,1,1,1,1,1,1,1,157.98023595334942,5,3,4,3,34
Elizabeth,2013-01-31,"Sydney, New South Wales, Australia",1.0,1.0,1,2.0,1,1,4,2,3,7,180,7,7,180,180,7,180,1,12,33,63,338,6,0,0,4.5,4.67,4.83,4.67,4.83,5.0,4.67,0,2,2,0,0,0.06,300.0,19.226506813893458,2533.0,1,1,1,0,1,1,1,1,157.98023595334942,5,3,4,3,34
Jasmin,2013-02-04,"Sydney, New South Wales, Australia",1.0,1.0,0,2.0,1,1,2,1,1,21,365,21,21,365,365,21,365,1,0,0,2,272,5,0,0,4.8,5.0,5.0,5.0,4.8,4.8,4.8,0,1,1,0,0,0.06,110.0,6.928010501952919,1692.0,1,1,1,0,1,1,1,1,135.26623842867315,4,6,4,4,27
George,2013-02-10,"Sydney, New South Wales, Australia",1.0,0.8,0,1.0,1,1,2,1,2,3,1125,3,3,365,365,3,365,1,0,0,0,0,5,1,0,4.8,5.0,4.8,5.0,5.0,5.0,4.8,1,2,0,2,0,0.15,134.0,1.5810331569758391,822.0,1,1,0,0,1,1,1,0,138.02608522069195,3,5,3,3,32
Linda,2013-02-10,"Fairlight, New South Wales, Australia",1.0,0.88,1,2.0,1,1,4,2,3,3,21,3,3,21,21,3,21,1,5,27,57,57,53,9,2,4.94,4.92,4.98,4.96,4.96,4.81,4.83,0,2,1,1,0,0.63,220.0,10.670290112184441,2496.0,1,1,1,1,0,1,1,1,192.27598747261771,5,6,4,3,20
Stephanie,2013-02-15,"Sydney, New South Wales, Australia",1.0,0.63,1,1.0,1,1,3,2,3,2,31,2,2,31,31,2,31,1,0,26,44,292,85,4,1,4.92,4.94,4.84,4.95,4.96,4.92,4.87,0,1,1,0,0,0.8,146.0,10.414343436173114,3155.0,1,1,1,0,1,1,1,1,88.63882590073068,4,6,4,3,29
Sarah,2013-02-16,"Redfern, New South Wales, Australia",1.0,0.93,1,1.0,1,1,2,1,1,3,90,3,3,1125,1125,3,1125,1,2,10,17,279,105,12,1,4.91,4.92,4.93,4.97,4.98,4.85,4.8,0,1,1,0,0,0.98,176.0,2.8513044282050233,3184.0,1,1,1,1,0,1,0,1,138.02608522069195,5,6,4,4,32
Elizabeth,2013-01-31,"Sydney, New South Wales, Australia",1.0,1.0,1,2.0,1,1,2,1,2,90,180,90,90,180,180,90,180,1,29,59,89,364,3,0,0,4.67,5.0,5.0,5.0,5.0,5.0,5.0,0,2,2,0,0,0.04,236.0,10.650978566801108,1156.0,1,1,1,0,1,1,1,1,192.27598747261771,4,6,4,3,20
Nicole,2012-05-07,"Sydney, New South Wales, Australia",1.0,0.0,0,1.0,1,1,2,1,2,90,1125,90,90,1125,1125,90,1125,1,13,43,73,348,12,0,0,4.17,4.25,4.17,4.55,4.42,4.27,3.91,0,1,1,0,0,0.11,155.0,1.8927483926551174,1859.0,1,1,1,1,1,1,1,1,138.02608522069195,4,6,4,3,32
Linda And Cem,2013-02-23,"North Wahroonga, New South Wales, Australia",1.0,0.93,0,3.0,1,1,5,1,4,3,1125,3,3,1125,1125,3,1125,1,11,41,71,161,109,9,2,4.65,4.65,4.75,4.91,4.91,4.62,4.72,0,1,1,0,0,1.03,91.0,17.88616807840292,3168.0,1,1,1,1,1,1,1,1,116.07480748074806,5,6,4,3,16
David,2013-03-18,Bronte Beach,1.0,0.0,0,1.0,1,1,2,1,1,30,120,30,30,120,120,30,120,1,28,58,88,363,2,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.02,190.0,6.750309267634671,283.0,1,1,1,1,1,1,1,1,183.21820800371313,4,6,4,2,35
Kirsty,2013-03-19,"Queenstown, Otago, New Zealand",0.8,0.91,1,4.0,1,1,3,1,1,1,1125,1,1,1125,1125,1,1125,1,0,0,0,0,1,0,0,0.0,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,1,0,0,0.02,293.0,6.054993584310158,0.0,1,1,1,1,1,1,1,1,183.21820800371313,5,6,4,4,35
Micky,2012-02-27,"Sydney, New South Wales, Australia",0.88,0.25,0,2.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,0,0,0,66,85,0,0,4.78,4.83,4.81,4.95,4.93,4.88,4.78,0,2,1,1,0,0.86,96.0,1.5498407828749177,2241.0,1,1,1,1,1,1,1,1,138.02608522069195,2,4,3,2,32
Ross & Margie,2013-01-02,"Sydney, New South Wales, Australia",1.0,1.0,1,1.0,1,1,5,2,3,3,45,3,3,1125,1125,3,1125,1,0,7,7,67,272,23,3,4.93,4.97,4.91,4.98,4.97,4.87,4.84,1,1,1,0,0,2.77,200.0,29.845798895569498,2931.0,1,1,1,1,1,1,1,1,255.97059136060957,5,6,4,4,26
David,2013-03-24,"Coogee, New South Wales, Australia",1.0,0.98,1,11.0,1,1,2,1,2,2,365,2,2,1125,1125,2,1125,1,0,0,0,0,9,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.57,1,11,0,11,0,0.09,79.0,7.563592400888493,2158.0,1,1,1,1,1,1,1,1,138.02608522069195,3,2,3,4,38
Marcus,2012-10-06,"Darlinghurst, New South Wales, Australia",1.0,0.64,1,4.0,1,1,4,2,2,7,90,7,7,90,90,7,90,1,12,42,65,340,46,5,0,4.73,4.84,4.52,4.86,4.91,4.84,4.52,0,1,1,0,0,0.45,428.0,1.9538319203424797,2937.0,1,1,1,1,1,1,1,1,138.02608522069195,4,3,4,3,32
Simone,2013-03-26,"Sydney, New South Wales, Australia",0.5,0.0,0,1.0,1,0,4,2,2,90,365,90,90,365,365,90,365,1,30,60,90,365,1,0,0,3.0,5.0,2.0,5.0,4.0,4.0,3.0,0,1,1,0,0,0.05,250.0,2.602371828482895,0.0,1,1,0,1,1,1,0,0,198.09007603821408,4,6,4,2,37
Beach Stays,2014-12-11,"Sydney, New South Wales, Australia",0.61,0.5,0,33.0,1,1,6,3,4,3,1125,3,3,1125,1125,3,1125,1,10,40,70,345,13,0,0,4.85,4.67,4.67,4.83,4.67,4.75,4.58,0,33,33,0,0,0.15,750.0,26.88689797008869,2251.0,1,1,1,1,1,1,1,1,255.97059136060957,5,3,4,2,26
Natasa,2012-07-28,"Sydney, New South Wales, Australia",1.0,0.93,1,3.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,28,37,203,111,9,0,4.82,4.82,4.74,4.86,4.9,4.82,4.76,0,2,0,2,0,1.06,50.0,5.985711954060306,2980.0,1,1,1,1,1,1,1,1,93.51619733735731,2,4,3,2,21
Alda,2013-04-15,Stanmore Sydney when I am not travelling,0.89,0.37,0,1.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,5,5,9,99,48,2,0,4.53,4.78,4.38,4.87,4.85,4.85,4.7,0,1,1,0,0,0.49,115.0,4.799275838172947,2708.0,1,1,1,1,1,0,0,0,93.51619733735731,4,6,4,2,21
Robert,2013-04-15,"Sydney, New South Wales, Australia",1.0,0.63,0,1.0,1,1,2,1,1,3,1125,3,3,1125,1125,3,1125,1,14,44,74,349,29,4,0,4.83,4.9,4.83,4.93,4.97,4.79,4.59,0,1,1,0,0,0.3,180.0,0.7098575987226386,2744.0,1,1,1,1,1,0,1,1,138.02608522069195,4,6,4,4,32
Harriet,2013-02-14,"Sydney, New South Wales, Australia",1.0,0.72,1,1.0,1,1,2,1,1,3,30,3,3,30,30,3,30,1,8,27,52,327,105,15,0,4.91,4.95,4.97,4.98,4.98,4.86,4.94,0,1,1,0,0,1.04,90.0,9.130395506464758,2863.0,1,1,1,0,1,1,1,1,88.63882590073068,5,6,4,3,29
Cynthia,2011-03-01,"Sydney, New South Wales, Australia",0.86,0.5,0,1.0,1,1,4,2,2,3,1125,3,3,1125,1125,3,1125,1,8,25,55,55,39,2,1,4.62,4.79,4.44,4.95,4.9,4.82,4.64,0,1,1,0,0,0.44,212.0,2.957473719677073,2664.0,1,1,1,1,1,1,1,1,138.02608522069195,5,3,4,2,32
Arnie & Lorraine,2012-05-18,"Sydney, New South Wales, Australia",0.33,0.0,0,4.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,26,56,86,361,262,0,0,4.74,4.75,4.64,4.86,4.75,4.87,4.68,0,2,1,1,0,2.53,80.0,2.8664046457540135,2451.0,1,1,1,1,1,1,1,0,198.09007603821408,2,5,3,1,37
Janice,2013-08-26,"Greenhills Beach, New South Wales, Australia",1.0,1.0,0,1.0,1,1,2,1,1,7,28,7,7,1125,1125,7,1125,1,2,2,9,100,37,1,0,4.81,4.73,4.7,4.92,4.89,4.89,4.58,1,1,0,1,0,0.47,174.0,20.54569841525278,2108.0,1,1,1,0,1,1,1,1,138.67108953095203,2,4,3,2,31
James,2011-10-07,"New South Wales, Australia",0.9,0.65,1,2.0,1,1,6,3,3,6,400,6,6,400,400,6,400,1,0,12,29,209,25,5,2,4.92,4.92,4.6,5.0,5.0,4.96,4.75,0,1,1,0,0,0.43,400.0,5.706961870661428,1717.0,1,1,1,1,1,1,1,1,135.26623842867315,5,3,4,3,27
Kristin,2013-01-23,"New South Wales, Australia",1.0,0.89,0,1.0,1,1,6,3,3,5,21,5,5,21,21,5,21,1,8,24,54,329,5,1,0,4.8,4.8,5.0,5.0,5.0,5.0,4.6,0,1,1,0,0,0.1,664.0,6.647873809148797,1217.0,1,1,1,1,0,1,1,1,135.26623842867315,5,3,4,4,27
Sarah,2013-05-03,"Sydney, New South Wales, Australia",0.55,0.37,0,2.0,1,1,4,2,2,2,365,2,2,365,365,2,365,1,3,26,56,331,39,1,0,4.97,4.92,4.97,4.97,4.81,4.95,4.81,0,2,2,0,0,0.39,550.0,3.3911756966664464,2778.0,1,1,1,1,1,1,1,1,198.09007603821408,4,6,4,2,37
Steve,2012-10-07,"Mullumbimby, New South Wales, Australia",1.0,0.94,0,0.0,1,1,2,1,1,2,180,2,2,1125,1125,2,1125,1,0,0,0,0,353,33,3,4.65,4.77,4.43,4.87,4.81,4.89,4.56,0,1,1,0,0,3.42,190.0,6.09061487173261,3086.0,1,1,1,1,1,1,1,1,183.21820800371313,4,6,4,4,35
Liliya,2012-08-12,"Sydney, New South Wales, Australia",0.83,0.4,0,5.0,1,1,1,1,1,90,1125,90,90,1125,1125,90,1125,1,29,59,89,364,21,0,0,4.44,4.5,4.56,4.17,4.33,4.83,4.33,0,4,1,3,0,0.22,75.0,6.976446424845521,2045.0,1,1,1,1,1,1,0,0,135.26623842867315,2,4,3,3,27
Belinda,2013-05-05,"Bundeena, New South Wales, Australia",1.0,0.99,1,1.0,1,1,2,1,1,2,7,2,3,7,7,2,7,1,4,10,33,117,332,36,2,4.92,4.95,4.97,4.96,4.97,4.92,4.88,0,1,1,0,0,3.21,116.0,24.109986960901214,3077.0,1,1,1,1,0,1,1,1,138.67108953095203,6,6,4,4,31
Jill,2013-05-09,"Woollahra, New South Wales, Australia",1.0,1.0,0,2.0,1,1,4,3,2,3,1125,3,3,1125,1125,3,1125,1,12,42,72,347,41,1,0,4.58,4.87,4.63,4.76,4.76,4.74,4.63,1,1,1,0,0,0.43,399.0,3.7975477473380743,2718.0,1,1,1,0,1,1,1,1,198.09007603821408,4,3,4,4,37
Dave,2013-05-13,"Sydney, New South Wales, Australia",1.0,0.8164300559552359,0,1.0,1,1,2,1,1,2,20,2,2,20,20,2,20,1,0,21,51,326,104,0,0,4.8,4.84,4.77,4.93,4.92,4.87,4.68,0,1,0,1,0,1.01,140.0,0.7060583510786793,2446.0,1,1,1,1,0,1,1,1,138.02608522069195,2,4,3,4,32
Tony,2013-05-14,"Sydney, New South Wales, Australia",1.0,1.0,1,1.0,1,1,2,1,1,2,30,2,2,30,30,2,30,1,1,4,21,272,263,51,5,4.74,4.78,4.49,4.84,4.84,4.95,4.46,0,1,1,0,0,2.59,404.0,27.259620457110646,3037.0,1,1,1,1,1,1,1,1,255.97059136060957,4,6,4,2,26
Grisel,2013-05-21,"Bondi Beach, New South Wales, Australia",1.0,1.0,0,2.0,1,1,2,2,2,2,45,2,2,45,45,2,45,1,1,4,4,4,14,0,0,4.86,5.0,4.64,4.86,5.0,4.86,4.79,0,2,2,0,0,0.15,200.0,6.347937802698128,2049.0,1,1,1,0,1,1,1,1,183.21820800371313,4,6,4,4,35
Ritchi,2013-05-07,"Bondi, New South Wales, Australia",1.0,0.93,0,1.0,1,1,4,2,2,3,1125,3,3,1125,1125,3,1125,1,0,0,0,160,88,8,0,4.71,4.77,4.86,4.94,4.94,4.72,4.6,0,1,1,0,0,0.87,180.0,5.940438970211278,2868.0,1,1,1,1,1,1,1,1,183.21820800371313,4,6,4,3,35
Rudi & Avalon,2013-06-06,"Palm Beach, New South Wales, Australia",1.0,0.76,1,4.0,1,1,2,1,1,2,7,2,2,7,7,2,7,1,2,12,33,282,31,0,0,4.84,4.77,4.87,5.0,4.84,4.94,4.65,0,4,0,4,0,0.36,230.0,31.629271769911494,906.0,1,1,1,1,0,1,1,1,255.97059136060957,2,5,3,4,26
Heather,2013-06-06,"Newtown, New South Wales, Australia",1.0,0.98,1,2.0,1,1,2,1,1,3,192,3,3,1125,1125,3,1125,1,9,30,60,60,406,20,0,4.82,4.93,4.88,4.96,4.91,4.88,4.83,0,1,1,0,0,4.0,105.0,3.7161739360211477,2867.0,1,1,1,1,1,1,1,1,138.02608522069195,5,6,4,4,32
